Data Before Square Root Transformation,Data After Square Root Transformation
0.4692680899768591,0.6850314518157974
3.010121430917521,1.7349701527454358
1.3167456935454493,1.1474954002284494
0.9129425537759532,0.9554802738811269
0.16962487046234628,0.4118553999431673
0.16959629191460518,0.4118207036012216
0.059838768608680676,0.2446196406846365
2.0112308644799395,1.4181787138721056
0.9190821536272645,0.9586877247713483
1.2312500617045903,1.10961707886306
0.020799307999138622,0.14421965191727035
3.503557475158312,1.8717792271414682
1.786429543354675,1.3365738076719427
0.238687625248947,0.4885566755750524
0.20067898874966336,0.4479720847883977
0.20261142283225705,0.4501237861213925
0.3627537294604771,0.602290402929083
0.7439278308608545,0.8625125105532409
0.5655370667803367,0.7520219855697948
0.3442229925539415,0.5867052007217437
0.9463708738997987,0.9728159506812163
0.15023452872733867,0.38760099164906514
0.34551551200240227,0.5878056753744406
0.45627721822084705,0.6754829518358306
0.608934687859775,0.7803426733556066
1.537936011030912,1.2401354809176746
0.2227358621286903,0.47194900373736387
0.7220291550331277,0.8497229872335618
0.8975047213097606,0.9473672578835309
0.047563849756408545,0.21809137937206172
0.9353330206496101,0.9671261658385684
0.18696125197741642,0.4323901617491041
0.06726393087930424,0.2593529079831268
2.973687793506931,1.7244383994526828
3.3706303424611725,1.835927651750246
1.6523315728128767,1.285430500965679
0.3632878599687583,0.602733655911762
0.10277731500250624,0.32058901260415373
1.1527507630986618,1.073662313345617
0.5800908425853983,0.7616369493304526
0.13015223395444864,0.36076617628936425
0.6835472281341501,0.8267691504489934
0.034993721443479085,0.1870660884379611
2.400422887393024,1.5493298187903775
0.2994577768406861,0.547227353885646
1.0862557985649803,1.042235961078383
0.37354658165762367,0.6111845724964134
0.7341108959092286,0.8568027170295556
0.7912237979817975,0.889507615471502
0.20438859950790575,0.45209357384053334
3.4928071327362264,1.8689053300625547
1.4922453771381408,1.2215749576420354
2.8050944192915823,1.674841610210226
2.2521519975341966,1.500717161071398
0.911054412383275,0.9544917036744086
2.549435379269405,1.596695142871489
0.09265545895311562,0.3043935921682906
0.21813469463126745,0.4670489210256967
0.046281965686831954,0.21513243755145794
0.3935320868030868,0.6273213584783216
0.4921302917942186,0.7015199867389514
0.3165604432088257,0.5626370439358092
1.764557865240934,1.328366615524846
0.44122699952987016,0.6642491998714565
0.3298028401342492,0.5742846333781265
0.782407083207746,0.8845377794123583
0.15189814782062885,0.389741129239177
1.6204835957747312,1.2729821663223453
0.07747586881130901,0.27834487387287915
4.33414633958732,2.0818612680933666
1.4794837762415114,1.2163403208976966
0.22153944050588595,0.4706797642834095
0.005537420375935475,0.07441384532421016
1.689896777486126,1.299960298426889
1.2270959073870447,1.1077436108536327
1.305662908787999,1.1426560763361822
1.4752145260435134,1.2145840959124705
0.07692926551379635,0.27736125452881183
0.4438926724162325,0.6662527091248729
0.12315010460444965,0.35092749194733897
1.9885295716582227,1.4101523221475838
0.9763011917123741,0.9880795472594168
0.401818801251301,0.6338917898595161
0.06566806580478289,0.2562578112073521
0.3724883504103537,0.6103182369963671
0.39331421318413134,0.6271476805220054
1.3078757839577408,1.1436239696498762
1.01488935892602,1.0074171722409837
2.1822519124015147,1.4772447029525997
0.6390661333763098,0.7994161202879948
0.1273723936155019,0.3568926920175053
1.2491263443165994,1.1176432097572997
1.430392753076864,1.1959902813471621
0.8238874948858288,0.9076824857216474
1.4738899667213645,1.214038700668708
0.6808147315102779,0.825114980781635
0.739678838777267,0.8600458352769735
0.5578141939084273,0.7468695963208218
0.02574777399011373,0.16046112921861708
0.11416743519186584,0.3378867194665482
